;x;y;comment_class;multiplier;
10485;37,442095;55,883792;-1;1;
10486;37,442095;55,883792;-1;1;
10487;37,442095;55,883792;-1;1;
10488;37,442095;55,883792;-1;1;
10489;37,442095;55,883792;-1;1;
10490;37,442095;55,883792;-1;1;
10491;37,442095;55,883792;-1;1;
10492;37,442095;55,883792;-1;1;
10493;37,442095;55,883792;-1;1;
10494;37,442095;55,883792;-1;1;
10495;37,442095;55,883792;-1;1;
10496;37,442095;55,883792;-1;1;
10497;37,442095;55,883792;-1;1;
10498;37,442095;55,883792;-1;1;
10499;37,442095;55,883792;-1;1;
10500;37,442095;55,883792;-1;1;
10501;37,442095;55,883792;-1;1;
10502;37,442095;55,883792;-1;1;
10503;37,442095;55,883792;-1;1;
10504;37,442095;55,883792;-1;1;
10505;37,442095;55,883792;-1;1;
10506;37,442095;55,883792;-1;1;
10507;37,442095;55,883792;-1;1;
10508;37,442095;55,883792;-1;1;
10509;37,442095;55,883792;-1;1;
10510;37,442095;55,883792;-1;1;
10511;37,442095;55,883792;-1;1;
10512;37,442095;55,883792;-1;1;
10513;37,442095;55,883792;-1;1;
10514;37,442095;55,883792;-1;1;
10515;37,442095;55,883792;-1;1;
10516;37,442095;55,883792;-1;1;
10517;37,442095;55,883792;-1;1;
10518;37,442095;55,883792;-1;1;
10519;37,442095;55,883792;-1;1;
10520;37,442095;55,883792;-1;1;
10521;37,442095;55,883792;-1;1;
10522;37,442095;55,883792;-1;1;
10523;37,442095;55,883792;-1;1;
10524;37,442095;55,883792;-1;1;
10525;37,442095;55,883792;-1;1;
10526;37,442095;55,883792;-1;1;
10527;37,442095;55,883792;-1;1;
10528;37,442095;55,883792;-1;1;
10529;37,442095;55,883792;-1;1;
10530;37,442095;55,883792;-1;1;
10531;37,442095;55,883792;-1;1;
10532;37,442095;55,883792;-1;1;
10533;37,442095;55,883792;-1;1;
10534;37,442095;55,883792;-1;1;
10535;37,442095;55,883792;-1;1;
10536;37,442095;55,883792;-1;1;
10537;37,442095;55,883792;-1;1;
10538;37,442095;55,883792;-1;1;
10539;37,442095;55,883792;-1;1;
10540;37,442095;55,883792;-1;1;
10541;37,442095;55,883792;-1;1;
10542;37,442095;55,883792;-1;1;
10543;37,442095;55,883792;-1;1;
10544;37,442095;55,883792;-1;1;
10545;37,442095;55,883792;-1;1;
10546;37,442095;55,883792;-1;1;
10547;37,442095;55,883792;-1;1;
10548;37,442095;55,883792;-1;1;
10549;37,442095;55,883792;-1;1;
10550;37,442095;55,883792;-1;1;
10551;37,442095;55,883792;-1;1;
10552;37,442095;55,883792;-1;1;
10553;37,442095;55,883792;-1;1;
10554;37,442095;55,883792;-1;1;
10555;37,442095;55,883792;-1;1;
10556;37,442095;55,883792;-1;1;
10557;37,442095;55,883792;-1;1;
10558;37,442095;55,883792;-1;1;
10559;37,442095;55,883792;-1;1;
10560;37,442095;55,883792;-1;1;
10561;37,442095;55,883792;-1;1;
10562;37,442095;55,883792;-1;1;
10563;37,442095;55,883792;-1;1;
10564;37,442095;55,883792;-1;1;
10565;37,442095;55,883792;-1;1;
10566;37,442095;55,883792;-1;1;
10567;37,442095;55,883792;-1;1;
10568;37,442095;55,883792;-1;1;
10569;37,442095;55,883792;-1;1;
10570;37,442095;55,883792;-1;1;
10571;37,442095;55,883792;-1;1;
10572;37,442095;55,883792;-1;1;
10573;37,442095;55,883792;-1;1;
10574;37,442095;55,883792;-1;1;
10575;37,442095;55,883792;-1;1;
10576;37,442095;55,883792;-1;1;
10577;37,442095;55,883792;-1;1;
10578;37,442095;55,883792;-1;1;
10579;37,442095;55,883792;-1;1;
10580;37,442095;55,883792;-1;1;
10581;37,442095;55,883792;-1;1;
10582;37,442095;55,883792;-1;1;
10583;37,442095;55,883792;-1;1;
10584;37,442095;55,883792;-1;1;
10585;37,442095;55,883792;-1;1;
10586;37,442095;55,883792;-1;1;
10587;37,442095;55,883792;-1;1;
10588;37,442095;55,883792;-1;1;
10589;37,442095;55,883792;-1;1;
10590;37,442095;55,883792;-1;1;
10591;37,442095;55,883792;-1;1;
10592;37,442095;55,883792;-1;1;
10593;37,442095;55,883792;-1;1;
10594;37,442095;55,883792;-1;1;
10595;37,442095;55,883792;-1;1;
10596;37,442095;55,883792;-1;1;
10597;37,442095;55,883792;-1;1;
10598;37,442095;55,883792;-1;1;
10599;37,442095;55,883792;-1;1;
10600;37,442095;55,883792;-1;1;
10601;37,442095;55,883792;-1;1;
10602;37,442095;55,883792;-1;1;
10603;37,442095;55,883792;-1;1;
10604;37,442095;55,883792;-1;1;
10605;37,442095;55,883792;-1;1;
10606;37,442095;55,883792;-1;1;
10607;37,442095;55,883792;-1;1;
10608;37,442095;55,883792;-1;1;
10609;37,442095;55,883792;-1;1;
10610;37,442095;55,883792;-1;1;
10611;37,442095;55,883792;-1;1;
10612;37,442095;55,883792;-1;1;
10613;37,442095;55,883792;-1;1;
10614;37,442095;55,883792;-1;1;
10615;37,442095;55,883792;-1;1;
10616;37,442095;55,883792;-1;1;
10617;37,442095;55,883792;-1;1;
10618;37,442095;55,883792;-1;1;
10619;37,442095;55,883792;-1;1;
10620;37,442095;55,883792;-1;1;
10621;37,442095;55,883792;-1;1;
10622;37,442095;55,883792;-1;1;
10623;37,442095;55,883792;-1;1;
10624;37,442095;55,883792;-1;1;
10625;37,442095;55,883792;-1;1;
10626;37,442095;55,883792;-1;1;
10627;37,442095;55,883792;-1;1;
10628;37,442095;55,883792;-1;1;
10629;37,442095;55,883792;-1;1;
10630;37,442095;55,883792;-1;1;
10631;37,442095;55,883792;-1;1;
10632;37,442095;55,883792;-1;1;
10633;37,442095;55,883792;-1;1;
10634;37,442095;55,883792;-1;1;
10635;37,442095;55,883792;-1;1;
10636;37,442095;55,883792;-1;1;
10637;37,442095;55,883792;-1;1;
10638;37,442095;55,883792;-1;1;
10639;37,442095;55,883792;-1;1;
10640;37,442095;55,883792;-1;1;
10641;37,442095;55,883792;-1;1;
10642;37,442095;55,883792;-1;1;
10643;37,442095;55,883792;-1;1;
10644;37,442095;55,883792;-1;1;
10645;37,442095;55,883792;-1;1;
10646;37,442095;55,883792;-1;1;
10647;37,442095;55,883792;-1;1;
10648;37,442095;55,883792;-1;1;
10649;37,442095;55,883792;-1;1;
10650;37,442095;55,883792;-1;1;
10651;37,442095;55,883792;-1;1;
10652;37,442095;55,883792;-1;1;
10653;37,442095;55,883792;-1;1;
10654;37,442095;55,883792;-1;1;
10655;37,442095;55,883792;-1;1;
10656;37,442095;55,883792;-1;1;
10657;37,442095;55,883792;-1;1;
10658;37,442095;55,883792;-1;1;
10659;37,442095;55,883792;-1;1;
10660;37,442095;55,883792;-1;1;
10661;37,442095;55,883792;-1;1;
10662;37,442095;55,883792;-1;1;
10663;37,442095;55,883792;-1;1;
10664;37,442095;55,883792;-1;1;
10665;37,442095;55,883792;-1;1;
10666;37,442095;55,883792;-1;1;
10667;37,442095;55,883792;-1;1;
10668;37,442095;55,883792;-1;1;
10669;37,442095;55,883792;-1;1;
10670;37,442095;55,883792;-1;1;
10671;37,442095;55,883792;-1;1;
10672;37,442095;55,883792;-1;1;
10673;37,442095;55,883792;-1;1;
10674;37,442095;55,883792;-1;1;
10675;37,442095;55,883792;-1;1;
10676;37,442095;55,883792;-1;1;
10677;37,442095;55,883792;-1;1;
10678;37,442095;55,883792;-1;1;
10679;37,442095;55,883792;-1;1;
10680;37,442095;55,883792;-1;1;
10681;37,442095;55,883792;-1;1;
10682;37,442095;55,883792;-1;1;
10683;37,442095;55,883792;-1;1;
10684;37,442095;55,883792;-1;1;
10685;37,442095;55,883792;-1;1;
10686;37,442095;55,883792;-1;1;
10687;37,442095;55,883792;-1;1;
10688;37,442095;55,883792;-1;1;
10689;37,442095;55,883792;-1;1;
10690;37,442095;55,883792;-1;1;
10691;37,442095;55,883792;-1;1;
10692;37,442095;55,883792;-1;1;
10693;37,442095;55,883792;-1;1;
10694;37,442095;55,883792;-1;1;
10695;37,442095;55,883792;-1;1;
10696;37,442095;55,883792;-1;1;
10697;37,442095;55,883792;-1;1;
10698;37,442095;55,883792;-1;1;
10699;37,442095;55,883792;-1;1;
10700;37,442095;55,883792;-1;1;
10701;37,442095;55,883792;-1;1;
10702;37,442095;55,883792;-1;1;
10703;37,442095;55,883792;-1;1;
10704;37,442095;55,883792;-1;1;
10705;37,442095;55,883792;-1;1;
10706;37,442095;55,883792;-1;1;
10707;37,442095;55,883792;-1;1;
10708;37,442095;55,883792;-1;1;
10709;37,442095;55,883792;-1;1;
10710;37,442095;55,883792;-1;1;
10711;37,442095;55,883792;-1;1;
10712;37,442095;55,883792;-1;1;
10713;37,442095;55,883792;-1;1;
10714;37,442095;55,883792;-1;1;
10715;37,442095;55,883792;-1;1;
10716;37,442095;55,883792;-1;1;
10717;37,442095;55,883792;-1;1;
10718;37,442095;55,883792;-1;1;
10719;37,442095;55,883792;-1;1;
10720;37,442095;55,883792;-1;1;
10721;37,442095;55,883792;-1;1;
10722;37,442095;55,883792;-1;1;
10723;37,442095;55,883792;-1;1;
10724;37,442095;55,883792;-1;1;
10725;37,442095;55,883792;-1;1;
10726;37,442095;55,883792;-1;1;
10727;37,442095;55,883792;-1;1;
10728;37,442095;55,883792;-1;1;
10729;37,442095;55,883792;-1;1;
10730;37,442095;55,883792;-1;1;
10731;37,442095;55,883792;-1;1;
10732;37,442095;55,883792;-1;1;
10733;37,442095;55,883792;-1;1;
10734;37,442095;55,883792;-1;1;
10735;37,442095;55,883792;-1;1;
10736;37,442095;55,883792;-1;1;
10737;37,442095;55,883792;-1;1;
10738;37,442095;55,883792;-1;1;
10739;37,442095;55,883792;-1;1;
10740;37,442095;55,883792;-1;1;
10741;37,442095;55,883792;-1;1;
10742;37,442095;55,883792;-1;1;
10743;37,442095;55,883792;-1;1;
10744;37,442095;55,883792;-1;1;
10745;37,442095;55,883792;-1;1;
10746;37,442095;55,883792;-1;1;
10747;37,442095;55,883792;-1;1;
10748;37,442095;55,883792;-1;1;
10749;37,442095;55,883792;-1;1;
10750;37,442095;55,883792;-1;1;
10751;37,442095;55,883792;-1;1;
10752;37,442095;55,883792;-1;1;
10753;37,442095;55,883792;-1;1;
10754;37,442095;55,883792;-1;1;
10755;37,442095;55,883792;-1;1;
10756;37,442095;55,883792;-1;1;
10757;37,442095;55,883792;-1;1;
10758;37,442095;55,883792;-1;1;
10759;37,442095;55,883792;-1;1;
10760;37,442095;55,883792;-1;1;
10761;37,442095;55,883792;-1;1;
10762;37,442095;55,883792;-1;1;
10763;37,442095;55,883792;-1;1;
10764;37,442095;55,883792;-1;1;
10765;37,442095;55,883792;-1;1;
10766;37,442095;55,883792;-1;1;
10767;37,442095;55,883792;-1;1;
10768;37,442095;55,883792;-1;1;
10769;37,442095;55,883792;-1;1;
10770;37,442095;55,883792;-1;1;
10771;37,442095;55,883792;-1;1;
10772;37,442095;55,883792;-1;1;
10773;37,442095;55,883792;-1;1;
10774;37,442095;55,883792;-1;1;
10775;37,442095;55,883792;-1;1;
10776;37,442095;55,883792;-1;1;
10777;37,442095;55,883792;-1;1;
10778;37,442095;55,883792;-1;1;
10779;37,442095;55,883792;-1;1;
10780;37,442095;55,883792;-1;1;
10781;37,442095;55,883792;-1;1;
10782;37,442095;55,883792;-1;1;
10783;37,442095;55,883792;-1;1;
10784;37,442095;55,883792;-1;1;
10785;37,442095;55,883792;-1;1;
10786;37,442095;55,883792;-1;1;
10787;37,442095;55,883792;-1;1;
10788;37,442095;55,883792;-1;1;
10789;37,442095;55,883792;-1;1;
10790;37,442095;55,883792;-1;1;
10791;37,442095;55,883792;-1;1;
10792;37,442095;55,883792;-1;1;
10793;37,442095;55,883792;-1;1;
10794;37,442095;55,883792;-1;1;
10795;37,442095;55,883792;-1;1;
10796;37,442095;55,883792;-1;1;
10797;37,442095;55,883792;-1;1;
10798;37,442095;55,883792;-1;1;
10799;37,442095;55,883792;-1;1;
10800;37,442095;55,883792;-1;1;
10801;37,442095;55,883792;-1;1;
10802;37,442095;55,883792;-1;1;
10803;37,442095;55,883792;-1;1;
10804;37,442095;55,883792;-1;1;
10805;37,442095;55,883792;-1;1;
10806;37,442095;55,883792;-1;1;
10807;37,442095;55,883792;-1;1;
10808;37,442095;55,883792;-1;1;
10809;37,442095;55,883792;-1;1;
10810;37,442095;55,883792;-1;1;
10811;37,442095;55,883792;-1;1;
10812;37,442095;55,883792;-1;1;
10813;37,442095;55,883792;-1;1;
10814;37,442095;55,883792;-1;1;
10815;37,442095;55,883792;-1;1;
10816;37,442095;55,883792;-1;1;
10817;37,442095;55,883792;-1;1;
10818;37,442095;55,883792;-1;1;
10819;37,442095;55,883792;-1;1;
10820;37,442095;55,883792;-1;1;
10821;37,442095;55,883792;-1;1;
10822;37,442095;55,883792;-1;1;
10823;37,442095;55,883792;-1;1;
10824;37,442095;55,883792;-1;1;
10825;37,442095;55,883792;-1;1;
10826;37,442095;55,883792;-1;1;
10827;37,442095;55,883792;-1;1;
10828;37,442095;55,883792;-1;1;
10829;37,442095;55,883792;-1;1;
10830;37,442095;55,883792;-1;1;
10831;37,442095;55,883792;-1;1;
10832;37,442095;55,883792;-1;1;
10833;37,442095;55,883792;-1;1;
10834;37,442095;55,883792;-1;1;
10835;37,442095;55,883792;-1;1;
10836;37,442095;55,883792;-1;1;
10837;37,442095;55,883792;-1;1;
10838;37,442095;55,883792;-1;1;
10839;37,442095;55,883792;-1;1;
10840;37,442095;55,883792;-1;1;
10841;37,442095;55,883792;-1;1;
10842;37,442095;55,883792;-1;1;
10843;37,442095;55,883792;-1;1;
10844;37,442095;55,883792;-1;1;
10845;37,442095;55,883792;-1;1;
10846;37,442095;55,883792;-1;1;
10847;37,442095;55,883792;-1;1;
10848;37,442095;55,883792;-1;1;
10849;37,442095;55,883792;-1;1;
10850;37,442095;55,883792;-1;1;
10851;37,442095;55,883792;-1;1;
10852;37,442095;55,883792;-1;1;
10853;37,442095;55,883792;-1;1;
10854;37,442095;55,883792;-1;1;
10855;37,442095;55,883792;-1;1;
10856;37,442095;55,883792;-1;1;
10857;37,442095;55,883792;-1;1;
10858;37,442095;55,883792;-1;1;
10859;37,442095;55,883792;-1;1;
10860;37,442095;55,883792;-1;1;
10861;37,442095;55,883792;-1;1;
10862;37,442095;55,883792;-1;1;
10863;37,442095;55,883792;-1;1;
10864;37,442095;55,883792;-1;1;
10865;37,442095;55,883792;-1;1;
10866;37,442095;55,883792;-1;1;
10867;37,442095;55,883792;-1;1;
10868;37,442095;55,883792;-1;1;
10869;37,442095;55,883792;-1;1;
10870;37,442095;55,883792;-1;1;
10871;37,442095;55,883792;-1;1;
10872;37,442095;55,883792;-1;1;
10873;37,442095;55,883792;-1;1;
10874;37,442095;55,883792;-1;1;
10875;37,442095;55,883792;-1;1;
10876;37,442095;55,883792;-1;1;
10877;37,442095;55,883792;-1;1;
10878;37,442095;55,883792;-1;1;
10879;37,442095;55,883792;-1;1;
10880;37,442095;55,883792;-1;1;
10881;37,442095;55,883792;-1;1;
10882;37,442095;55,883792;-1;1;
10883;37,442095;55,883792;-1;1;
10884;37,442095;55,883792;-1;1;
10885;37,442095;55,883792;-1;1;
10886;37,442095;55,883792;-1;1;
10887;37,442095;55,883792;-1;1;
10888;37,442095;55,883792;-1;1;
10889;37,442095;55,883792;-1;1;
10890;37,442095;55,883792;-1;1;
10891;37,442095;55,883792;-1;1;
10892;37,442095;55,883792;-1;1;
10893;37,442095;55,883792;-1;1;
10894;37,442095;55,883792;-1;1;
10895;37,442095;55,883792;-1;1;
10896;37,442095;55,883792;-1;1;
10897;37,442095;55,883792;-1;1;
10898;37,442095;55,883792;-1;1;
10899;37,442095;55,883792;-1;1;
10900;37,442095;55,883792;-1;1;
10901;37,442095;55,883792;-1;1;
10902;37,442095;55,883792;-1;1;
10903;37,442095;55,883792;-1;1;
10904;37,442095;55,883792;-1;1;
10905;37,442095;55,883792;-1;1;
10906;37,442095;55,883792;-1;1;
10907;37,442095;55,883792;-1;1;
10908;37,442095;55,883792;-1;1;
10909;37,442095;55,883792;-1;1;
10910;37,442095;55,883792;-1;1;
10911;37,442095;55,883792;-1;1;
10912;37,442095;55,883792;-1;1;
10913;37,442095;55,883792;-1;1;
10914;37,442095;55,883792;-1;1;
10915;37,442095;55,883792;-1;1;
10916;37,442095;55,883792;-1;1;
10917;37,442095;55,883792;-1;1;
10918;37,442095;55,883792;-1;1;
10919;37,442095;55,883792;-1;1;
10920;37,442095;55,883792;-1;1;
10921;37,442095;55,883792;-1;1;
10922;37,442095;55,883792;-1;1;
10923;37,442095;55,883792;-1;1;
10924;37,442095;55,883792;-1;1;
10925;37,442095;55,883792;-1;1;
10926;37,442095;55,883792;-1;1;
10927;37,442095;55,883792;-1;1;
10928;37,442095;55,883792;-1;1;
10929;37,442095;55,883792;-1;1;
10930;37,442095;55,883792;-1;1;
10931;37,442095;55,883792;-1;1;
10932;37,442095;55,883792;-1;1;
10933;37,442095;55,883792;-1;1;
10934;37,442095;55,883792;-1;1;
10935;37,442095;55,883792;-1;1;
10936;37,442095;55,883792;-1;1;
10937;37,442095;55,883792;-1;1;
10938;37,442095;55,883792;-1;1;
10939;37,442095;55,883792;-1;1;
10940;37,442095;55,883792;-1;1;
10941;37,442095;55,883792;-1;1;
10942;37,442095;55,883792;-1;1;
10943;37,442095;55,883792;-1;1;
10944;37,442095;55,883792;-1;1;
10945;37,442095;55,883792;-1;1;
10946;37,442095;55,883792;-1;1;
10947;37,442095;55,883792;-1;1;
10948;37,442095;55,883792;-1;1;
10949;37,442095;55,883792;-1;1;
10950;37,442095;55,883792;-1;1;
10951;37,442095;55,883792;-1;1;
10952;37,442095;55,883792;-1;1;
10953;37,442095;55,883792;-1;1;
10954;37,442095;55,883792;-1;1;
10955;37,442095;55,883792;-1;1;
10956;37,442095;55,883792;-1;1;
10957;37,442095;55,883792;-1;1;
10958;37,442095;55,883792;-1;1;
10959;37,442095;55,883792;-1;1;
10960;37,442095;55,883792;-1;1;
10961;37,442095;55,883792;-1;1;
10962;37,442095;55,883792;-1;1;
10963;37,442095;55,883792;-1;1;
10964;37,442095;55,883792;-1;1;
10965;37,442095;55,883792;-1;1;
10966;37,442095;55,883792;-1;1;
10967;37,442095;55,883792;-1;1;
10968;37,442095;55,883792;-1;1;
10969;37,442095;55,883792;-1;1;
10970;37,442095;55,883792;-1;1;
10971;37,442095;55,883792;-1;1;
10972;37,442095;55,883792;-1;1;
10973;37,442095;55,883792;-1;1;
10974;37,442095;55,883792;-1;1;
10975;37,442095;55,883792;-1;1;
10976;37,442095;55,883792;-1;1;
10977;37,442095;55,883792;-1;1;
10978;37,442095;55,883792;-1;1;
10979;37,442095;55,883792;-1;1;
10980;37,442095;55,883792;-1;1;
10981;37,442095;55,883792;-1;1;
10982;37,442095;55,883792;-1;1;
10983;37,442095;55,883792;-1;1;
10984;37,442095;55,883792;-1;1;
10985;37,442095;55,883792;-1;1;
10986;37,442095;55,883792;-1;1;
10987;37,442095;55,883792;-1;1;
10988;37,442095;55,883792;-1;1;
10989;37,442095;55,883792;-1;1;
10990;37,442095;55,883792;-1;1;
10991;37,442095;55,883792;-1;1;
10992;37,442095;55,883792;-1;1;
10993;37,442095;55,883792;-1;1;
10994;37,442095;55,883792;-1;1;
10995;37,442095;55,883792;-1;1;
10996;37,442095;55,883792;-1;1;
10997;37,442095;55,883792;-1;1;
10998;37,442095;55,883792;-1;1;
10999;37,442095;55,883792;-1;1;
11000;37,442095;55,883792;-1;1;
11001;37,442095;55,883792;-1;1;
11002;37,442095;55,883792;-1;1;
11003;37,442095;55,883792;-1;1;
11004;37,442095;55,883792;-1;1;
11005;37,442095;55,883792;-1;1;
11006;37,442095;55,883792;-1;1;
11007;37,442095;55,883792;-1;1;
11008;37,442095;55,883792;-1;1;
11009;37,442095;55,883792;-1;1;
11010;37,442095;55,883792;-1;1;
11011;37,442095;55,883792;-1;1;
11012;37,442095;55,883792;-1;1;
11013;37,442095;55,883792;-1;1;
11014;37,442095;55,883792;-1;1;
11015;37,442095;55,883792;-1;1;
11016;37,442095;55,883792;-1;1;
11017;37,442095;55,883792;-1;1;
11018;37,442095;55,883792;-1;1;
11019;37,442095;55,883792;-1;1;
11020;37,442095;55,883792;-1;1;
11021;37,442095;55,883792;-1;1;
11022;37,442095;55,883792;-1;1;
11023;37,442095;55,883792;-1;1;
11024;37,442095;55,883792;-1;1;
11025;37,442095;55,883792;-1;1;
11026;37,442095;55,883792;-1;1;
11027;37,442095;55,883792;-1;1;
11028;37,442095;55,883792;-1;1;
11029;37,442095;55,883792;-1;1;
11030;37,442095;55,883792;-1;1;
11031;37,442095;55,883792;-1;1;
11032;37,442095;55,883792;-1;1;
11033;37,442095;55,883792;-1;1;
11034;37,442095;55,883792;-1;1;
11035;37,442095;55,883792;-1;1;
11036;37,442095;55,883792;-1;1;
11037;37,442095;55,883792;-1;1;
11038;37,442095;55,883792;-1;1;
11039;37,442095;55,883792;-1;1;
11040;37,442095;55,883792;-1;1;
11041;37,442095;55,883792;-1;1;
11042;37,442095;55,883792;-1;1;
11043;37,442095;55,883792;-1;1;
11044;37,442095;55,883792;-1;1;
11045;37,442095;55,883792;-1;1;
11046;37,442095;55,883792;-1;1;
11047;37,442095;55,883792;-1;1;
11048;37,442095;55,883792;-1;1;
11049;37,442095;55,883792;-1;1;
11050;37,442095;55,883792;-1;1;
11051;37,442095;55,883792;-1;1;
11052;37,442095;55,883792;-1;1;
11053;37,442095;55,883792;-1;1;
11054;37,442095;55,883792;-1;1;
11055;37,442095;55,883792;-1;1;
11056;37,442095;55,883792;-1;1;
11057;37,442095;55,883792;-1;1;
11058;37,442095;55,883792;-1;1;
11059;37,442095;55,883792;-1;1;
11060;37,442095;55,883792;-1;1;
11061;37,442095;55,883792;-1;1;
11062;37,442095;55,883792;-1;1;
11063;37,442095;55,883792;-1;1;
11064;37,442095;55,883792;-1;1;
11065;37,442095;55,883792;-1;1;
11066;37,442095;55,883792;-1;1;
11067;37,442095;55,883792;-1;1;
11068;37,442095;55,883792;-1;1;
11069;37,442095;55,883792;-1;1;
11070;37,442095;55,883792;-1;1;
11071;37,442095;55,883792;-1;1;
11072;37,442095;55,883792;-1;1;
11073;37,442095;55,883792;-1;1;
11074;37,442095;55,883792;-1;1;
11075;37,442095;55,883792;-1;1;
11076;37,442095;55,883792;-1;1;
11077;37,442095;55,883792;-1;1;
11078;37,442095;55,883792;-1;1;
11079;37,442095;55,883792;-1;1;
11080;37,442095;55,883792;-1;1;
11081;37,442095;55,883792;-1;1;
11082;37,442095;55,883792;-1;1;
11083;37,442095;55,883792;-1;1;
11084;37,442095;55,883792;-1;1;
11085;37,442095;55,883792;-1;1;
11086;37,442095;55,883792;-1;1;
11087;37,442095;55,883792;-1;1;
11088;37,442095;55,883792;-1;1;
11089;37,442095;55,883792;-1;1;
11090;37,442095;55,883792;-1;1;
11091;37,442095;55,883792;-1;1;
11092;37,442095;55,883792;-1;1;
11093;37,442095;55,883792;-1;1;
11094;37,442095;55,883792;-1;1;
11095;37,442095;55,883792;-1;1;
11096;37,442095;55,883792;-1;1;
11097;37,442095;55,883792;-1;1;
11098;37,442095;55,883792;-1;1;
11099;37,442095;55,883792;-1;1;
11100;37,442095;55,883792;-1;1;
11101;37,442095;55,883792;-1;1;
11102;37,442095;55,883792;-1;1;
11103;37,442095;55,883792;-1;1;
11104;37,442095;55,883792;-1;1;
11105;37,442095;55,883792;-1;1;
11106;37,442095;55,883792;-1;1;
11107;37,442095;55,883792;-1;1;
11108;37,442095;55,883792;-1;1;
11109;37,442095;55,883792;-1;1;
11110;37,442095;55,883792;-1;1;
11111;37,442095;55,883792;-1;1;
11112;37,442095;55,883792;-1;1;
11113;37,442095;55,883792;-1;1;
11114;37,442095;55,883792;-1;1;
11115;37,442095;55,883792;-1;1;
11116;37,442095;55,883792;-1;1;
11117;37,442095;55,883792;-1;1;
11118;37,442095;55,883792;-1;1;
11119;37,442095;55,883792;-1;1;
11120;37,442095;55,883792;-1;1;
11121;37,442095;55,883792;-1;1;
11122;37,442095;55,883792;-1;1;
11123;37,442095;55,883792;-1;1;
11124;37,442095;55,883792;-1;1;
11125;37,442095;55,883792;-1;1;
11126;37,442095;55,883792;-1;1;
11127;37,442095;55,883792;-1;1;
11128;37,442095;55,883792;-1;1;
11129;37,442095;55,883792;-1;1;
11130;37,442095;55,883792;-1;1;
11131;37,442095;55,883792;-1;1;
11132;37,442095;55,883792;-1;1;
11133;37,442095;55,883792;-1;1;
11134;37,442095;55,883792;-1;1;
11135;37,442095;55,883792;-1;1;
11136;37,442095;55,883792;-1;1;
11137;37,442095;55,883792;-1;1;
11138;37,442095;55,883792;-1;1;
11139;37,442095;55,883792;-1;1;
11140;37,442095;55,883792;-1;1;
11141;37,442095;55,883792;-1;1;
11142;37,442095;55,883792;-1;1;
11143;37,442095;55,883792;-1;1;
11144;37,442095;55,883792;-1;1;
11145;37,442095;55,883792;-1;1;
11146;37,442095;55,883792;-1;1;
11147;37,442095;55,883792;-1;1;
11148;37,442095;55,883792;-1;1;
11149;37,442095;55,883792;-1;1;
11150;37,442095;55,883792;-1;1;
11151;37,442095;55,883792;-1;1;
11152;37,442095;55,883792;-1;1;
11153;37,442095;55,883792;-1;1;
11154;37,442095;55,883792;-1;1;
11155;37,442095;55,883792;-1;1;
11156;37,442095;55,883792;-1;1;
11157;37,442095;55,883792;-1;1;
11158;37,442095;55,883792;-1;1;
11159;37,442095;55,883792;-1;1;
11160;37,442095;55,883792;-1;1;
11161;37,442095;55,883792;-1;1;
11162;37,442095;55,883792;-1;1;
11163;37,442095;55,883792;-1;1;
11164;37,442095;55,883792;-1;1;
11165;37,442095;55,883792;-1;1;
11166;37,442095;55,883792;-1;1;
11167;37,442095;55,883792;-1;1;
11168;37,442095;55,883792;-1;1;
11169;37,442095;55,883792;-1;1;
11170;37,442095;55,883792;-1;1;
11171;37,442095;55,883792;-1;1;
11172;37,442095;55,883792;-1;1;
11173;37,442095;55,883792;-1;1;
11174;37,442095;55,883792;-1;1;
11175;37,442095;55,883792;-1;1;
11176;37,442095;55,883792;-1;1;
11177;37,442095;55,883792;-1;1;
11178;37,442095;55,883792;-1;1;
11179;37,442095;55,883792;-1;1;
11180;37,442095;55,883792;-1;1;
11181;37,442095;55,883792;-1;1;
11182;37,442095;55,883792;-1;1;
11183;37,442095;55,883792;-1;1;
11184;37,442095;55,883792;-1;1;
11185;37,442095;55,883792;-1;1;
11186;37,442095;55,883792;-1;1;
11187;37,442095;55,883792;-1;1;
11188;37,442095;55,883792;-1;1;
11189;37,442095;55,883792;-1;1;
11190;37,442095;55,883792;-1;1;
11191;37,442095;55,883792;-1;1;
11192;37,442095;55,883792;-1;1;
11193;37,442095;55,883792;-1;1;
11194;37,442095;55,883792;-1;1;
11195;37,442095;55,883792;-1;1;
11196;37,442095;55,883792;-1;1;
11197;37,442095;55,883792;-1;1;
11198;37,442095;55,883792;-1;1;
11199;37,442095;55,883792;-1;1;
11200;37,442095;55,883792;-1;1;
11201;37,442095;55,883792;-1;1;
11202;37,442095;55,883792;-1;1;
11203;37,442095;55,883792;-1;1;
11204;37,442095;55,883792;-1;1;
11205;37,442095;55,883792;-1;1;
11206;37,442095;55,883792;-1;1;
11207;37,442095;55,883792;-1;1;
11208;37,442095;55,883792;-1;1;
11209;37,442095;55,883792;-1;1;
11210;37,442095;55,883792;-1;1;
11211;37,442095;55,883792;-1;1;
11212;37,442095;55,883792;-1;1;
11213;37,442095;55,883792;-1;1;
11214;37,442095;55,883792;-1;1;
11215;37,442095;55,883792;-1;1;
11216;37,442095;55,883792;-1;1;
11217;37,442095;55,883792;-1;1;
11218;37,442095;55,883792;-1;1;
11219;37,442095;55,883792;-1;1;
11220;37,442095;55,883792;-1;1;
